Source database	Release date	Update date	Length	Isolate Lineage source	BioSample accession	Submitter Country	strain	name	region	country	date	host	authors	institution	sra_accession	passage_type	abbr_authors	division	location
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	850			Malaysia	KT359783.1	12MYKL1586	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	850			Malaysia	KT359782.1	12MYKL1271	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	850			Malaysia	KT359781.1	12MYKL1102	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	850			Malaysia	KT359780.1	12MYKL0784	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	850			Malaysia	KT359779.1	12MYKL0667	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	850			Malaysia	KT359778.1	12MYKL0543	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	829			Malaysia	KT359777.1	12MYKL0424	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	850			Malaysia	KT359776.1	12MYKL0415	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	850			Malaysia	KT359775.1	12MYKL0367	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	850			Malaysia	KT359774.1	12MYKL0335	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	850			Malaysia	KT359773.1	12MYKL0126	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	850			Malaysia	KT359772.1	12MYKL0052	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	850			Malaysia	KT359771.1	12MYKL0051	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	850			Malaysia	KT359770.1	12MYKL0011	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1165			Malaysia	KT359769.1	13MYKL1883	Asia	Malaysia	2013-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1168			Malaysia	KT359768.1	13MYKL1847	Asia	Malaysia	2013-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1180			Malaysia	KT359767.1	13MYKL1719	Asia	Malaysia	2013-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1180			Malaysia	KT359766.1	12MYKL1616	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1180			Malaysia	KT359765.1	12MYKL1586	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1180			Malaysia	KT359764.1	12MYKL1271	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1180			Malaysia	KT359763.1	12MYKL1102	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1168			Malaysia	KT359762.1	12MYKL1076	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1180			Malaysia	KT359761.1	12MYKL0667	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1180			Malaysia	KT359760.1	12MYKL0543	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1180			Malaysia	KT359759.1	12MYKL0415	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1180			Malaysia	KT359758.1	12MYKL0367	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1180			Malaysia	KT359757.1	12MYKL0335	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1180			Malaysia	KT359756.1	12MYKL0126	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1168			Malaysia	KT359755.1	12MYKL0106	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1180			Malaysia	KT359754.1	12MYKL0052	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1180			Malaysia	KT359753.1	12MYKL0051	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	1180			Malaysia	KT359752.1	12MYKL0011	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359751.1	13MYKL1978	Asia	Malaysia	2013-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359750.1	13MYKL1950	Asia	Malaysia	2013-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359749.1	13MYKL1847	Asia	Malaysia	2013-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359748.1	13MYKL1719	Asia	Malaysia	2013-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359747.1	12MYKL1616	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359746.1	12MYKL1586	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359745.1	12MYKL1271	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359744.1	12MYKL1102	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359743.1	12MYKL1076	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359742.1	12MYKL0929	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359741.1	12MYKL0784	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359740.1	12MYKL0667	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359739.1	12MYKL0543	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359738.1	12MYKL0424	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359737.1	12MYKL0415	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359736.1	12MYKL0367	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359735.1	12MYKL0335	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359734.1	12MYKL0126	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359733.1	12MYKL0106	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359732.1	12MYKL0052	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359731.1	12MYKL0051	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-03-09T00:00:00Z	2016-03-09T00:00:00Z	767			Malaysia	KT359730.1	12MYKL0011	Asia	Malaysia	2012-XX-XX	Homo sapiens	Al-Khannaq,M.N.,Ng,K.T.,Oong,X.Y.,Pang,Y.K.,Takebe,Y.,Chook,J.B.,Hanafi,N.S.,Kamarulzaman,A.,Tee,K.K.	University of Malaya, Department of Medicine			Al-Khannaq et al		
GenBank	2016-09-07T00:00:00Z	2016-09-07T00:00:00Z	27270			Germany	KT253328.1	Camel229E-CoV/JC50_HUH7/KSA/2014	Asia	Saudi Arabia	2014-XX-XX	Camelus dromedarius	Corman,V.M.,Eckerle,I.,Memish,Z.A.,Liljander,A.M.,Dijkman,R.,Jonsdottir,H.,Juma Ngeiywa,K.J.,Kamau,E.,Younan,M.,Al Masri,M.,Assiri,A.,Gluecks,I.,Musa,B.E.,Meyer,B.,Muller,M.A.,Hilali,M.,Bornstein,S.,Wernery,U.,Thiel,V.,Jores,J.,Drexler,J.F.,Drosten,C.	University of Bonn Medical Centre, Institute of Virology			Corman et al		
GenBank	2016-09-07T00:00:00Z	2016-09-07T00:00:00Z	27241			Germany	KT253327.1	Camel229E-CoV/AC04/KSA/2014	Asia	Saudi Arabia	2014-XX-XX	Camelus dromedarius	Corman,V.M.,Eckerle,I.,Memish,Z.A.,Liljander,A.M.,Dijkman,R.,Jonsdottir,H.,Juma Ngeiywa,K.J.,Kamau,E.,Younan,M.,Al Masri,M.,Assiri,A.,Gluecks,I.,Musa,B.E.,Meyer,B.,Muller,M.A.,Hilali,M.,Bornstein,S.,Wernery,U.,Thiel,V.,Jores,J.,Drexler,J.F.,Drosten,C.	University of Bonn Medical Centre, Institute of Virology			Corman et al		
GenBank	2016-09-07T00:00:00Z	2016-09-07T00:00:00Z	27193			Germany	KT253326.1	Camel229E-CoV/JC52/KSA/2014	Asia	Saudi Arabia	2014-XX-XX	Camelus dromedarius	Corman,V.M.,Eckerle,I.,Memish,Z.A.,Liljander,A.M.,Dijkman,R.,Jonsdottir,H.,Juma Ngeiywa,K.J.,Kamau,E.,Younan,M.,Al Masri,M.,Assiri,A.,Gluecks,I.,Musa,B.E.,Meyer,B.,Muller,M.A.,Hilali,M.,Bornstein,S.,Wernery,U.,Thiel,V.,Jores,J.,Drexler,J.F.,Drosten,C.	University of Bonn Medical Centre, Institute of Virology			Corman et al		
GenBank	2016-09-07T00:00:00Z	2016-09-07T00:00:00Z	27193			Germany	KT253325.1	Camel229E-CoV/JC49/KSA/2014	Asia	Saudi Arabia	2014-XX-XX	Camelus dromedarius	Corman,V.M.,Eckerle,I.,Memish,Z.A.,Liljander,A.M.,Dijkman,R.,Jonsdottir,H.,Juma Ngeiywa,K.J.,Kamau,E.,Younan,M.,Al Masri,M.,Assiri,A.,Gluecks,I.,Musa,B.E.,Meyer,B.,Muller,M.A.,Hilali,M.,Bornstein,S.,Wernery,U.,Thiel,V.,Jores,J.,Drexler,J.F.,Drosten,C.	University of Bonn Medical Centre, Institute of Virology			Corman et al		
GenBank	2016-09-07T00:00:00Z	2016-09-07T00:00:00Z	27395	oronasopharynx		Germany	KT253324.1	Camel229E-CoV/JC50/KSA/2014	Asia	Saudi Arabia	2014-XX-XX	Camelus dromedarius	Corman,V.M.,Eckerle,I.,Memish,Z.A.,Liljander,A.M.,Dijkman,R.,Jonsdottir,H.,Juma Ngeiywa,K.J.,Kamau,E.,Younan,M.,Al Masri,M.,Assiri,A.,Gluecks,I.,Musa,B.E.,Meyer,B.,Muller,M.A.,Hilali,M.,Bornstein,S.,Wernery,U.,Thiel,V.,Jores,J.,Drexler,J.F.,Drosten,C.	University of Bonn Medical Centre, Institute of Virology			Corman et al		
GenBank	2015-10-26T00:00:00Z	2015-10-26T00:00:00Z	816			Germany	KT253323.1	HCoV-229E/human/NED/21050349/2010	Europe	Netherlands	2010-XX-XX	Homo sapiens	Corman,V.M.,Baldwin,H.J.,Fumie Tateno,A.,Melim Zerbinati,R.,Annan,A.,Owusu,M.,Nkrumah,E.E.,Maganga,G.D.,Oppong,S.,Adu-Sarkodie,Y.,Vallo,P.,da Silva Filho,L.V.,Leroy,E.M.,Thiel,V.,van der Hoek,L.,Poon,L.L.,Tschapka,M.,Drosten,C.,Drexler,J.F.	University of Bonn Medical Centre, Institute of Virology			Corman et al		
GenBank	2015-10-26T00:00:00Z	2015-10-26T00:00:00Z	816			Germany	KT253322.1	HCoV-229E/human/HKG/HK_7_6/2004	Asia	Hong Kong	2004-XX-XX	Homo sapiens	Corman,V.M.,Baldwin,H.J.,Fumie Tateno,A.,Melim Zerbinati,R.,Annan,A.,Owusu,M.,Nkrumah,E.E.,Maganga,G.D.,Oppong,S.,Adu-Sarkodie,Y.,Vallo,P.,da Silva Filho,L.V.,Leroy,E.M.,Thiel,V.,van der Hoek,L.,Poon,L.L.,Tschapka,M.,Drosten,C.,Drexler,J.F.	University of Bonn Medical Centre, Institute of Virology			Corman et al		
GenBank	2015-10-26T00:00:00Z	2015-10-26T00:00:00Z	816			Germany	KT253321.1	HCoV-229E/human/HKG/HK_5_10/2002	Asia	Hong Kong	2002-XX-XX	Homo sapiens	Corman,V.M.,Baldwin,H.J.,Fumie Tateno,A.,Melim Zerbinati,R.,Annan,A.,Owusu,M.,Nkrumah,E.E.,Maganga,G.D.,Oppong,S.,Adu-Sarkodie,Y.,Vallo,P.,da Silva Filho,L.V.,Leroy,E.M.,Thiel,V.,van der Hoek,L.,Poon,L.L.,Tschapka,M.,Drosten,C.,Drexler,J.F.	University of Bonn Medical Centre, Institute of Virology			Corman et al		
